"instant";"season";"yr";"mnth";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"leaflets";"price reduction";"cnt"
84;2.0;0;3;0;5;1;1;10.5667;0.256312;74.25;0.230725;776;0;2210
631;3.0;1;9;0;6;0;1;26.0;0.610488;97.00005;0.283583;963;0;53021
728;1.0;1;12;0;5;1;2;10.1333;0.255046;88.5;0.155471;562;0;3095
172;3.0;0;6;0;2;1;2;27.2333;0.637646;115.56255;0.171025;474;0;4835
618;2.436802973977695;1;9;0;0;0;1;24.4;0.578925;82.125;0.224496;494;0;8227
223;3.0;0;8;0;4;1;1;28.7;0.651521;63.5625;0.164796;980;0;4792
2;1.0;0;1;0;0;0;2;14.5391;0.35373899999999997;104.41305;0.24853899999999998;837;1;801
688;4.0;1;11;0;0;0;1;13.7;0.337746;103.93755;0.22761199999999998;899;0;4669
51;1.0;0;2;0;0;0;1;11.4087;0.27733;61.1739;0.223235;628;0;1812
147;2.0;0;5;0;5;1;1;27.2667;0.637008;98.0625;0.240679;789;0;4679
247;3.0;0;9;0;0;0;1;28.3667;0.665429;111.31245;0.206467;606;0;4940
570;3.0;1;7;0;1;1;1;29.6667;0.690017;104.12505;0.138683;603;0;6966
10;1.0;0;1;0;1;1;1;6.0333;0.15088800000000002;72.43755;0.22326700000000002;897;0;1321
217;3.0;0;8;0;5;1;1;28.4333;0.656567;94.62495;0.184696;747;0;4866
684;4.0;1;11;0;3;1;1;11.5667;0.281563;82.81245;0.199625;478;0;5495
75;1.0;0;3;0;3;1;2;14.6087;0.36693000000000003;116.4783;0.20311700000000002;837;0;2192
610;3.0;1;9;0;6;0;2;30.1333;0.702654;95.74995;0.113187;823;0;6140
544;3.0;1;6;0;3;1;1;27.9;0.640792;54.0;0.271775;897;0;7335
495;2.0;1;5;0;3;1;2;23.0;0.553025;111.62505;0.216412;571;0;4717
443;1.0;1;3;0;0;0;2;18.9;0.46399999999999997;121.5;0.126883;1016;1;5892
561;3.0;1;7;0;6;0;2;28.1333;0.666042;104.87505;0.143679;809;0;6969
692;2.436802973977695;1;11;1;4;0;1;13.6;0.350371;87.06255;0.05287080000000001;535;0;2425
494;2.436802973977695;1;5;0;2;1;2;23.2667;0.557471;102.87495;0.296029;596;0;5728
99;2.0;0;4;0;6;0;2;13.7;0.34152899999999997;131.625;0.13308299999999998;803;0;2455
54;1.0;0;2;0;3;1;1;8.8696;0.24571700000000002;63.45645;0.094113;674;1;1917
250;3.0;0;9;0;3;1;3;23.9667;0.544229;137.56245;0.0970208;892;0;1996
131;2.0;0;5;0;3;1;1;21.7;0.5284;94.93755;0.12064200000000001;549;0;4182
500;2.0;1;5;0;1;1;2;22.9333;0.5499;118.43745;0.21269200000000002;768;0;2843
522;2.0;1;6;0;2;1;2;21.6333;0.525892;91.99995;0.209575;831;0;7001
538;3.0;1;6;0;4;1;1;32.2333;0.752542;85.18755;0.11878699999999999;692;0;5905
191;3.0;0;7;0;0;0;1;29.9;0.690025;86.74995;0.183471;492;0;4881
238;3.0;0;8;0;5;1;1;28.0;0.659733;114.1875;0.0839625;875;0;4661
80;2.0;0;3;0;1;1;2;17.2174;0.409735;110.60865;0.288783;817;0;2077
47;1.0;0;2;0;3;1;1;12.7304;0.3162;63.5217;0.251791;1029;0;2115
6;1.0;0;1;0;4;1;1;8.1739;0.23320900000000003;77.73915;0.0895652;734;1;1606
414;1.0;1;2;0;6;0;1;13.8667;0.355425;80.18745;0.190929;900;0;4318
384;1.0;1;1;0;-1;1;1;7.6;0.190038;74.625;0.220158;637;0;3292
166;2.436802973977695;0;6;0;3;1;1;25.0667;0.587754;70.75005;0.16791199999999998;749;0;5180
375;1.0;1;1;0;2;1;1;12.3478;0.318826;96.9783;0.187552;598;0;3598
282;4.0;0;10;0;0;0;1;21.6333;0.523983;109.125;0.06345;581;0;5511
224;2.436802973977695;0;8;0;5;1;1;28.3333;0.654042;62.25;-1.0;835;0;4905
521;2.0;1;6;0;1;1;1;23.9;0.578283;73.06245;0.284833;860;0;6998
293;4.0;0;10;0;4;1;1;19.0333;0.466525;95.4375;0.422275;751;1;4195
635;4.0;1;9;0;3;1;1;25.4;0.5966130000000001;94.62495;0.2444;1001;0;7733
215;3.0;0;8;0;3;1;2;29.2667;0.679937;98.625;0.13558299999999998;934;0;3574
607;3.0;1;8;0;3;1;1;27.4;0.635733;82.81245;0.112562;575;0;7697
177;3.0;0;6;0;0;0;1;27.2;0.637629;76.99995;0.09453330000000001;976;0;5305
36;1.0;0;2;0;6;0;2;9.3333;0.243058;139.37505;0.161079;707;0;1005
438;1.0;1;3;0;2;1;1;22.6;0.542929;92.625;0.23695;889;0;5847
461;2.436802973977695;1;4;0;4;1;1;17.4;0.431163;56.12505;0.219529;518;1;6457
311;4.0;0;11;0;-1;1;1;15.8;0.400871;113.8125;0.057225;606;0;4035
379;2.436802973977695;1;1;0;6;0;1;7.2;0.183087;68.625;0.187183;944;0;2493
391;1.0;1;1;0;4;1;2;13.6667;0.35605;115.43745;0.07339580000000001;784;1;4075
664;4.0;1;10;0;4;1;2;22.0;0.529688;120.06255;0.124375;492;0;7359
710;4.0;1;12;0;1;1;2;17.4333;0.435575;138.75;0.190308;1031;0;5170
563;2.436802973977695;1;7;0;1;1;1;30.5333;0.724125;96.75;0.164187;639;0;6830
678;2.436802973977695;1;11;0;4;1;1;14.087;0.341891;50.0217;0.347835;554;0;5315
457;2.0;1;4;0;0;0;2;17.0333;0.41728699999999996;101.4375;0.172267;664;0;6041
625;3.0;1;9;0;0;0;1;23.2;0.563125;85.5;0.09018330000000001;589;0;7333
616;2.436802973977695;1;9;0;5;1;1;28.1333;0.657204;93.8451999116608;0.171646;929;0;7504
410;1.0;1;2;0;2;1;2;12.7667;0.333946;76.3125;0.141179;921;1;3922
130;2.0;0;5;0;2;1;1;21.3;0.522721;73.37505;0.11567100000000001;473;0;4803
319;4.0;0;11;0;2;1;2;21.2;0.507579;103.3125;0.199633;852;0;4195
225;3.0;0;8;0;6;0;2;27.4333;0.645858;109.43745;0.211454;935;0;4150
5;1.0;0;1;0;3;1;1;9.0783;0.22926999999999997;65.54355;0.1869;745;0;1600
150;2.0;0;5;1;1;0;1;29.3333;0.671092;102.75;0.131225;483;0;4098
727;1.0;1;12;0;4;1;2;10.1667;0.226642;97.93755;0.35013299999999997;561;0;2114
160;2.0;0;6;0;4;1;2;32.3333;0.757579;85.24995;0.149883;906;0;3915
207;3.0;0;7;0;2;1;1;30.8667;0.696979;81.12495;0.200258;692;0;4590
479;2.436802973977695;1;4;0;1;1;2;12.8667;0.301125;115.00005;0.303496;512;1;3214
381;1.0;1;1;1;1;0;1;7.6;0.190663;78.375;0.23135799999999998;709;0;2298
374;1.0;1;1;0;1;1;2;8.9667;0.247479;105.25005;0.0989;644;0;2376
118;2.436802973977695;0;4;0;4;1;2;24.7;0.578929;93.8451999116608;0.32090799999999997;763;0;4058
505;2.0;1;5;0;6;0;1;24.0;0.566908;68.4375;0.083975;1030;0;42945
73;1.0;0;3;0;1;1;1;13.0087;0.332;74.54355;0.136926;926;0;2046
62;1.0;0;3;0;4;1;1;7.9333;0.200133;47.74995;0.225754;759;0;1685
530;2.0;1;6;0;3;1;1;26.2333;0.611117;87.31245;0.343279;865;0;7421
33;1.0;0;2;0;3;1;2;10.4;0.254417;116.31255;0.264308;678;0;1526
57;1.0;0;2;0;6;0;1;11.3;0.282192;80.68755;0.18657100000000001;522;0;1969
405;1.0;1;2;0;4;1;1;10.6;0.261988;84.31245;0.194037;1010;0;3830
400;1.0;1;2;0;6;0;2;10.5667;0.272725;116.93745;0.121896;953;1;2832
392;2.436802973977695;1;1;0;5;1;2;17.0;0.415383;111.1875;0.342667;977;0;3456
613;3.0;1;9;0;2;1;1;29.0333;0.686888;113.25;0.236321;872;0;6864
29;1.0;0;1;0;6;0;1;7.8609;0.212126;93.8451999116608;0.14536500000000002;1018;0;1098
475;2.0;1;4;0;4;1;1;19.9333;0.493046;91.875;0.0659292;584;0;6565
307;4.0;0;11;0;4;1;1;16.3333;0.405921;93.8451999116608;0.136817;1021;0;3974
340;4.0;0;12;0;2;1;3;18.5;0.4564;142.43745;0.23258299999999998;459;0;2594
114;2.0;0;4;0;0;0;2;23.2667;0.551763;121.62495;0.192175;697;0;4191
674;4.0;1;11;0;0;0;1;13.0333;0.329538;79.93755;0.179108;684;0;5107
454;2.436802973977695;1;3;0;4;1;1;19.7667;0.482304;65.87505;0.31965;956;0;6133
165;2.0;0;6;0;2;1;1;24.1667;0.591546;76.06245;0.269283;858;0;4891
300;4.0;0;10;0;4;1;2;18.8;0.457046;121.93755;0.19776300000000002;518;0;2659
532;2.0;1;6;0;5;1;1;25.5667;0.599754;88.43745;0.176617;709;0;7665
560;3.0;1;7;0;5;1;2;29.2667;0.667933;72.87495;0.08085;500;0;7499
467;2.0;1;4;0;3;1;1;13.9478;0.33727399999999996;70.43475;0.295274;767;0;4862
567;3.0;1;7;0;5;1;2;26.6333;0.613025;126.62505;0.208967;685;0;5870
134;2.0;0;5;0;6;0;2;20.8333;0.500629;138.375;0.13495;928;0;3409
106;2.0;0;4;0;6;0;3;17.2333;0.425492;133.24995;0.340808;577;0;795
585;3.0;1;8;0;2;1;2;29.4333;0.697621;105.5625;0.116908;714;0;7273
325;4.0;0;11;0;1;1;3;17.9;0.445062;136.5;0.138054;865;0;2765
58;1.0;0;2;0;0;0;1;13.7391;0.351109;102.0;0.125248;736;0;2402
263;3.0;0;9;0;2;1;2;22.4667;0.532217;132.1875;0.134954;736;0;3641
386;1.0;1;1;0;6;0;2;6.9333;0.174875;124.6875;0.222642;798;0;1301
153;2.0;0;6;0;4;1;1;28.6;0.643942;45.75;0.29228699999999996;740;1;4968
451;2.0;1;3;0;1;1;1;17.8333;0.43875;71.68755;0.386821;747;0;5558
537;2.0;1;6;0;3;1;1;31.3;0.720975;88.81245;0.11381199999999998;772;0;6211
419;1.0;1;2;0;4;1;1;18.1667;0.444446;83.18745;0.190913;509;0;5062
152;2.0;0;6;0;3;1;2;30.5667;0.720967;101.56245;0.207092;694;0;3974
445;1.0;1;3;0;2;1;1;22.4333;0.538533;121.18755;0.121271;605;1;6093
275;4.0;0;10;0;0;0;2;14.2667;0.345317;118.75005;0.22201300000000002;485;0;2918
668;4.0;1;10;0;1;1;3;17.6;0.4394;132.0;0.3582;1028;1;22
644;4.0;1;10;0;5;1;1;24.6;0.580187;94.125;0.10635;484;0;8156
127;2.0;0;5;0;6;0;1;20.8;0.512621;81.1875;0.16045;1014;0;4714
376;1.0;1;1;0;3;1;2;10.9667;0.282821;127.125;0.131221;715;0;2177
236;3.0;0;8;0;3;1;1;26.9333;0.630692;90.75;-1.0;935;0;5130
573;3.0;1;7;0;4;1;1;31.0667;0.739263;89.50005;0.28481300000000004;1012;0;6861
645;4.0;1;10;0;6;0;1;22.1667;0.538521;99.62505;0.268025;755;0;7965
370;2.436802973977695;1;1;0;4;1;1;10.6333;0.278412;78.62505;0.129987;983;0;3272
125;2.436802973977695;0;5;0;4;1;1;18.3667;0.441917;66.62505;0.295392;789;0;4433
21;1.0;0;1;0;5;1;1;7.1;0.157833;68.56245;0.353242;725;0;1543
351;4.0;0;12;0;-1;0;2;10.3333;0.249371;84.12495;0.243167;660;0;2739
659;4.0;1;10;0;6;0;1;19.3667;0.472842;85.93755;0.11753699999999999;988;0;8090
345;4.0;0;12;0;-1;0;1;8.8333;0.253154;93.8451999116608;0.0665417;695;0;2743
528;2.0;1;6;0;1;1;2;28.8333;0.659721;88.18755;0.207713;907;0;6664
493;2.0;1;5;0;1;1;2;21.5;0.527142;99.62505;0.230721;893;1;6273
270;4.0;0;9;0;2;1;2;25.4667;0.574525;132.81255;0.118171;903;1;4120
82;2.0;0;3;0;3;1;2;13.8783;0.337939;125.93475;0.23426100000000002;516;0;2121
642;4.0;1;10;0;3;1;2;26.3;0.599133;119.0625;0.0665458;727;0;7572
611;3.0;1;9;0;0;0;2;27.8667;0.649;122.25;0.06407080000000001;946;0;5810
720;4.0;1;12;0;4;1;2;13.2;0.335217;100.18755;0.132463;883;0;4128
525;2.0;1;6;0;5;1;1;25.9667;0.597862;70.18755;0.17538299999999998;968;0;7736
338;4.0;0;12;0;0;0;1;13.2333;0.3491;116.37495;0.08395830000000001;998;1;3485
715;4.0;1;12;0;6;0;1;12.9667;0.338383;97.56255;0.10635;619;0;5047
402;1.0;1;2;0;1;1;1;11.3044;0.296426;93.3261;0.1538;750;0;3784
43;1.0;0;2;0;6;0;1;8.9;0.232954;81.62505;0.20336700000000002;709;0;1472
448;2.0;1;3;0;5;1;2;24.0667;0.570067;104.12505;0.1163;535;1;32043
46;1.0;0;2;0;2;1;1;10.6435;0.254274;47.1522;0.29137399999999997;565;0;1815
156;2.0;0;6;0;0;0;2;25.9333;0.616804;97.875;0.138692;495;0;4906
149;2.0;0;5;0;0;0;1;26.7;0.61555;93.8451999116608;0.21393800000000002;667;1;4788
199;3.0;0;7;0;1;1;1;29.8667;0.703925;97.6875;0.215804;840;0;4458
123;2.0;0;5;0;2;1;2;24.6667;0.582079;104.56245;0.342667;666;0;4451
520;2.0;1;6;0;0;0;1;24.1;0.575133;73.99995;0.184087;502;1;7641
294;4.0;0;10;0;5;1;1;17.1;0.42359600000000003;86.12505;0.221396;918;0;4304
364;1.0;0;12;0;5;1;1;12.4667;0.318812;95.50005;0.13433699999999998;918;0;2999
289;4.0;0;10;0;0;0;1;20.4667;0.503154;73.00005;0.281717;576;1;5041
111;2.0;0;4;0;4;1;1;18.3667;0.453892;61.06245;0.325258;995;0;4189
671;4.0;1;11;0;4;1;2;14.6333;0.369942;87.25005;0.157346;746;1;5986
382;1.0;1;1;0;2;1;2;14.9217;0.36427800000000005;107.41305;0.34913;786;0;2935
558;3.0;1;7;0;3;1;1;28.6667;0.650271;94.99995;0.15173299999999998;707;0;7264
507;2.0;1;5;0;1;1;2;23.9333;0.565667;93.8451999116608;0.233204;967;0;4359
539;3.0;1;6;0;5;1;1;31.1;0.724121;86.0625;0.182842;885;0;5823
329;2.436802973977695;0;11;0;5;1;1;15.0;0.380671;96.5625;0.0988958;931;0;2792
403;1.0;1;2;0;2;1;1;14.1667;0.361104;74.4375;0.147379;821;0;4375
138;2.0;0;5;0;3;1;2;22.0;0.527158;93.8451999116608;0.201492;832;0;3855
297;4.0;0;10;0;1;1;1;18.5333;0.457067;115.81245;0.11879200000000001;645;0;4187
28;1.0;0;1;0;5;1;2;8.1391;0.22331700000000002;118.95645;0.1233;854;0;1167
667;2.436802973977695;1;10;0;0;0;2;19.1;0.467771;104.18745;0.398008;822;0;4459
122;2.0;0;5;0;1;1;2;21.9667;0.532833;93.8451999116608;0.183454;504;0;4401
37;1.0;0;2;0;0;0;1;11.4333;0.291671;85.24995;0.1418;565;0;1623
292;4.0;0;10;0;3;1;3;21.6696;0.513848;134.28255;0.243339;502;0;2424
535;2.0;1;6;0;1;1;2;22.7333;0.544842;116.68755;0.174746;711;0;5099
468;2.0;1;4;0;4;1;1;15.9;0.387604;69.9375;0.290429;765;0;5409
164;2.0;0;6;0;1;1;1;25.4;0.601654;74.18745;0.30535;706;0;5020
96;2.0;0;4;0;3;1;1;15.6333;0.387608;70.62495;0.263063;789;0;2808
482;2.0;1;4;0;4;1;2;19.9333;0.483583;93.8451999116608;0.176625;946;0;5026
205;3.0;0;7;0;0;0;1;33.2;0.794829;82.62495;0.16917100000000002;561;0;3606
174;3.0;0;6;0;4;1;2;29.1333;0.693833;105.49995;0.238804;925;0;4790
589;2.436802973977695;1;8;0;6;0;2;27.7;0.638267;109.93755;0.206479;538;0;6299
230;3.0;0;8;0;4;1;1;28.4667;0.662258;98.18745;0.233208;846;0;3805
649;4.0;1;10;0;3;1;1;20.5667;0.503142;94.62495;0.18782100000000002;634;1;7691
265;3.0;0;9;0;4;1;2;25.1333;0.554963;135.31245;0.128125;919;0;4795
79;1.0;0;3;0;0;0;1;13.3;0.32575;71.0625;0.20772100000000002;870;0;2471
434;1.0;1;3;0;5;1;2;16.4333;0.397083;61.06245;0.4148;576;0;4569
393;1.0;1;1;0;6;0;1;12.6333;0.326379;81.49995;0.210829;479;0;4023
143;2.436802973977695;0;5;0;1;1;2;25.2667;0.590296;121.5;0.233842;545;0;4274
543;3.0;1;6;0;2;1;1;25.2333;0.594704;55.99995;0.347642;683;0;7442
26;1.0;0;1;0;3;1;3;8.7;0.2036;129.375;0.29385;602;0;506
112;2.0;0;4;0;5;1;2;13.4667;0.321954;109.43745;0.219521;540;1;1683
41;1.0;0;2;0;4;1;1;5.7739;0.14954800000000001;65.60865;0.221935;840;0;1538
719;2.436802973977695;1;12;0;3;1;1;13.3;0.34216199999999997;93.81255;0.184092;951;0;5267
429;1.0;1;3;0;0;0;1;13.0333;0.303021;60.49995;0.334571;569;0;3423
600;3.0;1;8;0;3;1;1;26.7;0.621854;101.56245;0.0702833;553;0;7375
663;4.0;1;10;0;3;1;1;23.5;0.558721;95.4375;0.07277919999999999;707;0;7693
463;2.0;1;4;0;6;0;1;17.5;0.426129;38.12505;0.274871;875;0;6857
104;2.0;0;4;0;4;1;1;18.7;0.462742;81.06255;0.1107;726;0;3267
395;1.0;1;1;0;1;1;1;10.7667;0.262625;60.12495;0.215792;470;0;3624
226;3.0;0;8;0;0;0;2;27.0667;0.624388;122.625;0.222633;959;0;3820
309;4.0;0;11;0;6;0;1;13.0667;0.323854;77.87505;0.18906199999999998;563;0;3926
624;3.0;1;9;0;6;0;1;24.3333;0.585867;75.25005;0.247521;820;0;35932
256;3.0;0;9;0;2;1;1;26.0333;0.603554;106.875;0.14180399999999999;652;1;4763
679;2.436802973977695;1;11;0;5;1;1;14.4667;0.35541300000000003;81.12495;0.214558;738;0;5992
647;4.0;1;10;1;1;0;2;15.3333;0.387608;106.43745;0.189679;925;0;5478
423;1.0;1;2;0;1;1;1;14.6667;0.357954;73.62495;0.26803299999999997;490;0;4322
622;3.0;1;9;0;4;1;1;24.5;0.579558;95.56245;0.08272080000000001;702;0;7804
662;4.0;1;10;0;2;1;1;21.7667;0.530304;93.8451999116608;0.09454580000000001;601;0;7466
629;3.0;1;9;0;4;1;1;21.8667;0.532192;92.74995;0.11816700000000001;990;1;7720
707;4.0;1;12;0;5;1;2;12.8333;0.32195799999999997;114.62505;0.1306;708;0;5008
601;3.0;1;8;0;4;1;1;27.8333;0.637008;95.37495;0.08459580000000001;665;0;7765
486;2.0;1;4;0;1;1;2;18.5667;0.457696;85.5;0.171638;628;0;5572
140;2.0;0;5;0;5;1;1;21.4667;0.529042;107.93745;0.125013;528;0;4917
187;3.0;0;7;0;3;1;1;28.8;0.685633;111.49995;0.149883;780;0;4629
330;4.0;0;11;0;6;0;1;15.0333;0.385087;102.25005;0.0684208;602;0;3068
249;3.0;0;9;0;2;1;3;21.6;0.5152;133.04355;0.343943;763;0;2710
98;2.0;0;4;0;5;1;2;13.4333;0.324479;125.4375;0.226992;907;0;1471
584;3.0;1;8;0;1;1;2;30.1;0.710246;98.12505;0.129354;861;1;7013
115;2.0;0;4;0;1;1;1;24.2667;0.5745;116.50005;0.185333;757;0;4073
288;4.0;0;10;0;6;0;1;20.2667;0.498725;72.49995;0.258083;1021;1;5217
48;1.0;0;2;0;4;1;1;17.4333;0.428658;75.75;0.230104;756;0;2475
617;3.0;1;9;0;6;0;2;26.3667;0.611121;119.87505;0.281104;824;0;5976
655;4.0;1;10;0;2;1;1;18.7333;0.460846;83.74995;0.182221;513;0;7534
50;2.436802973977695;0;2;0;6;0;1;15.9667;0.391404;28.18755;0.507463;623;0;1635
52;1.0;0;2;1;1;0;2;12.1333;0.284075;90.75;0.307846;802;0;1107
404;1.0;1;2;0;3;1;2;10.2667;0.266421;108.43755;0.133721;510;0;2802
418;1.0;1;2;0;3;1;1;15.8333;0.392667;85.18755;0.234471;655;0;4773
258;2.436802973977695;0;9;0;4;1;2;23.1;0.553671;106.37505;0.271146;501;0;3659
262;3.0;0;9;0;1;1;2;21.9667;0.529675;103.5;0.15174200000000002;912;0;4539
581;3.0;1;8;0;5;1;2;30.6333;0.722867;96.375;0.215792;937;1;7175
623;3.0;1;9;0;5;1;1;25.3333;0.594083;100.875;0.10386300000000001;918;0;8009
279;4.0;0;10;0;4;1;1;19.7667;0.480425;93.12495;0.134954;1017;0;4765
348;2.436802973977695;0;12;0;-1;1;2;12.7;0.338362;99.5625;0.06095830000000001;781;1;3740
264;3.0;0;9;0;3;1;2;23.8;0.5505329999999999;135.0;0.0964042;1000;0;4352
536;2.0;1;6;0;2;1;1;27.5333;0.654692;103.5;0.148017;826;1;6825
328;4.0;0;11;1;4;0;1;14.9333;0.372471;82.37505;0.167304;785;0;1495
68;1.0;0;3;0;3;1;2;11.8333;0.286608;116.31255;0.22015;521;1;1891
107;2.0;0;4;0;-1;0;1;18.2667;0.445696;71.93745;0.303496;676;0;3744
430;1.0;1;3;0;1;1;1;9.7333;0.241171;75.9375;0.228858;1019;0;3333
334;4.0;0;11;0;3;1;1;13.0;0.311221;91.99995;0.271158;832;1;3613
575;3.0;1;7;0;6;0;1;30.2333;0.697604;91.99995;0.15735;508;0;6685
176;2.436802973977695;0;6;0;6;0;1;27.8;0.643313;72.49995;0.209571;465;0;5202
219;3.0;0;8;0;0;0;1;29.7;0.715292;112.93755;0.201487;769;0;3785
19;1.0;0;1;0;3;1;2;11.687;0.29842199999999997;111.26085;0.208317;1024;0;1650
93;2.0;0;4;0;0;0;1;15.1333;0.378767;72.0;0.182213;829;0;3249
686;4.0;1;11;0;5;1;1;13.8;0.347204;78.68745;0.171025;603;0;5698
76;1.0;0;3;0;4;1;1;16.6;0.410333;90.43755;0.209579;649;0;2744
72;1.0;0;3;0;0;0;1;15.3739;0.380091;79.10865;0.270604;943;0;2417
523;2.0;1;6;0;3;1;1;22.1667;0.542292;91.6875;0.077125;978;0;7055
534;2.0;1;6;0;0;0;1;23.7;0.571975;89.8125;0.144904;615;0;6978
237;3.0;0;8;0;4;1;2;27.3667;0.645854;115.75005;0.210833;786;0;3542
192;3.0;0;7;0;1;1;1;30.5;0.729804;95.37495;0.282337;730;0;4086
480;2.0;1;4;0;2;1;1;16.5333;0.405283;68.12505;0.249383;621;1;5633
356;1.0;0;12;0;4;1;2;16.9333;0.426121;113.625;0.047275;472;0;3068
621;3.0;1;9;0;3;1;1;23.9667;0.570075;86.56245;0.131846;930;0;7870
568;3.0;1;7;0;6;0;3;23.8333;0.549912;129.81255;0.2133;839;0;4459
295;4.0;0;10;0;6;0;1;16.9;0.425492;94.37505;0.09266669999999999;695;1;4308
324;4.0;0;11;0;0;0;2;18.5333;0.457058;102.68745;0.18595;1032;1;3520
460;2.0;1;4;0;3;1;1;21.6667;0.53345;70.43745;0.180975;1010;1;6436
449;2.0;1;3;0;6;0;2;20.1;0.48673299999999997;132.81255;0.19278299999999998;618;0;3372
318;4.0;0;11;0;-1;1;1;21.2;0.524612;88.06245;0.306596;608;0;4486
331;4.0;0;11;0;0;0;1;18.3667;0.4558;104.74995;0.208954;646;0;3071
17;1.0;0;1;1;1;0;2;7.0333;0.176771;80.625;0.194017;650;0;1000
22;1.0;0;1;0;6;0;1;2.3652;0.0790696;60.0;0.17197;891;0;981
677;4.0;1;11;0;3;1;2;11.8333;0.274621;82.125;0.304108;654;0;5035
380;1.0;1;1;0;0;0;1;6.6667;0.161625;62.87505;0.251258;871;1;2311
222;3.0;0;8;0;3;1;1;30.6667;0.684983;63.62505;0.200258;709;0;4780
39;1.0;0;2;0;2;1;1;8.8333;0.198246;80.68755;0.36195;611;0;1530
182;3.0;0;7;0;5;1;1;28.9;0.652162;59.4375;0.10260799999999999;795;0;5362
235;2.436802973977695;0;8;0;2;1;1;25.6333;0.606067;68.31255;0.146763;982;0;5895
630;3.0;1;9;0;5;1;1;23.9667;0.571971;100.3125;0.154229;902;0;8167
344;4.0;0;12;0;6;0;1;11.0;0.266412;76.125;0.233221;657;0;3190
516;2.0;1;5;0;3;1;2;26.2667;0.611129;100.5;0.134329;595;0;6855
128;2.0;0;5;0;0;0;1;21.1333;0.518933;94.75005;0.0746375;991;0;4333
326;4.0;0;11;0;2;1;3;16.6667;0.421696;144.375;0.11879200000000001;525;0;1607
327;4.0;0;11;0;3;1;2;17.6333;0.430537;113.68755;0.335825;587;0;2566
286;4.0;0;10;0;4;1;2;23.5667;0.551804;134.50005;0.141787;929;0;2913
470;2.0;1;4;0;6;0;1;19.8;0.487996;75.43755;0.190917;748;1;7460
15;1.0;0;1;0;6;0;2;9.3333;0.248112;74.8125;0.15796300000000002;991;0;1248
25;1.0;0;1;0;2;1;2;8.9391;0.234526;92.54355;0.129796;977;0;1985
216;3.0;0;8;0;4;1;2;28.4;0.664788;113.625;0.19715;939;1;4576
660;4.0;1;10;0;0;0;1;18.5667;0.456429;76.5;0.166054;521;0;6824
513;2.0;1;5;0;0;0;1;27.6;0.641425;104.56245;0.215171;1005;0;6591
691;4.0;1;11;0;3;1;1;14.1333;0.364892;92.0625;0.103246;666;0;5146
614;3.0;1;9;0;3;1;1;29.4667;0.708983;111.1875;0.187808;546;0;7112
137;2.0;0;5;0;2;1;2;22.4667;0.538529;125.68755;0.277354;537;0;4123
136;2.0;0;5;0;1;1;1;23.1;0.550512;118.18755;0.126871;470;0;3958
383;1.0;1;1;0;3;1;1;12.1333;0.275254;66.49995;0.415429;553;0;3376
697;4.0;1;11;0;2;1;2;11.6667;0.281558;118.00005;0.237562;675;0;3959
729;1.0;1;12;0;6;0;2;10.1333;0.2424;112.93755;0.124383;783;0;1341
301;4.0;0;10;0;5;1;2;13.2333;0.318812;87.87495;0.229479;599;0;3747
124;2.436802973977695;0;5;0;3;1;2;16.5667;0.40465;110.56245;0.328996;569;0;2633
148;2.0;0;5;0;6;0;1;26.2333;0.612379;109.43745;0.23009200000000002;712;0;4758
306;4.0;0;11;0;3;1;1;15.1;0.390133;107.8125;0.08209169999999999;810;1;4186
546;3.0;1;6;0;5;1;1;33.3667;0.786613;73.3125;0.165417;600;0;5463
23;1.0;0;1;0;0;0;1;3.8609;0.09883910000000001;65.4783;0.2466;932;1;986
675;4.0;1;11;0;1;1;1;12.7667;0.308075;74.12505;0.236325;491;0;5259
281;4.0;0;10;0;6;0;1;20.8667;0.513242;93.8451999116608;0.0454042;746;1;5409
633;4.0;1;9;0;1;1;1;20.5667;0.502513;73.93755;0.142404;944;1;7436
45;1.0;0;2;0;1;1;1;16.6;0.39835;56.37495;0.417908;949;1;1913
139;2.0;0;5;0;4;1;2;21.2333;0.510742;124.43745;0.10821300000000002;878;0;4575
77;1.0;0;3;0;5;1;1;21.6;0.5270090000000001;78.78255;0.231017;799;0;3239
108;2.436802973977695;0;4;0;1;1;1;20.5;0.503146;81.375;0.16356700000000002;637;0;3429
204;3.0;0;7;0;6;0;1;33.9667;0.804287;75.0;0.131221;944;0;3285
245;3.0;0;9;0;5;1;2;25.7333;0.604808;93.8451999116608;0.139929;908;0;4727
411;1.0;1;2;0;3;1;1;13.9333;0.35162899999999997;79.6875;0.1816;998;1;4169
444;1.0;1;3;0;1;1;1;21.8;0.532821;109.3125;0.16231700000000002;773;0;6153
369;1.0;1;1;0;3;1;2;4.3;0.11933699999999998;62.18745;0.1847;726;0;2368
717;4.0;1;12;0;1;1;2;15.7333;0.4015;136.06245;0.0982583;692;0;4585
462;2.0;1;4;0;5;1;1;16.1333;0.39076700000000003;93.8451999116608;0.300388;603;0;6460
336;2.436802973977695;0;12;0;5;1;1;12.5667;0.331433;93.87495;0.100754;492;0;3940
78;1.0;0;3;0;6;0;1;18.9;0.466525;56.87505;0.368167;1022;1;3117
81;2.436802973977695;0;3;0;2;1;1;17.6667;0.44064200000000003;93.68745;0.22575;551;0;2703
